movie_id,title,genre,nation,open_date,runtime,total_audience,total_sales,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,trend_pre7_avg,trend_pre7_max,trend_growth_rate,trend_pre30_avg,relative_search_share,market_avg_audi_7d,ticket_price_pre30,open_month,open_day_of_week,is_summer,is_winter,is_peak_season,is_covid_period,is_korean,holiday_nearby_count,is_holiday_release,same_week_releases,is_new_director,is_new_lead,is_new_producer,is_new_distributor,log_audience,genre_avg_audi,rating_15세이상관람가,rating_전체관람가,rating_청소년관람불가,scrnCnt_day1,showCnt_day1
20256173,스폰지밥 무비: 네모바지를 찾아서,애니메이션,미국,2026-01-01,95,81767,736490730,12.578590746240277,0,13.642674046991798,7,13.989684107237064,94,13.789462397867712,0,0.0042857142857142,0.01,2.25,0.0019047619047619,0.0013455780939886,13.332906504324503,10097.748108655618,1,3,0,1,1,0,0,1,1,6,1,0,1,0,11.311641248008913,12.77692654220894,0,1,0,505,642
20258272,톰과 제리: 황금나침반 대소동,애니메이션,미국,2026-01-01,99,26491,235352150,12.578590746240277,0,13.654712863378254,0,12.329963029878602,0,13.789462397867712,0,0.0,0.0,0.0,0.0013333333333333,0.0009422850412249,13.332906504324503,10097.748108655618,1,3,0,1,1,0,0,1,1,6,1,1,1,1,10.18459807960487,12.77692654220894,0,1,0,406,484
20259584,마이 선샤인,드라마,일본,2026-01-07,90,4084,37048600,12.578590746240277,0,10.646329250119924,4,13.888822777400293,225,13.789462397867712,0,0.0342857142857142,0.06,2.7067669172932334,0.0126666666666666,0.0069469835466179,13.005491141129948,10281.814323665258,1,2,0,1,1,0,0,0,0,3,1,0,1,0,8.315077007294104,13.120352591268944,0,1,0,244,312
20259250,피렌체,드라마,한국,2026-01-07,101,17124,152065040,10.53436031361157,1,14.113543252429157,24,10.244888101243184,3,13.789462397867712,0,0.09,0.16,1.4136125654450262,0.0636666666666666,0.033967632936155,13.005491141129948,10281.814323665258,1,2,0,1,1,0,1,0,0,3,0,0,1,0,9.748294663130428,13.120352591268944,0,0,0,198,239
20250115,굿 포츈,코미디,미국,2026-01-07,97,24026,210601660,12.578590746240277,0,13.457630284733352,27,12.50951598685404,32,13.789462397867712,0,0.1528571428571428,0.28,2.762478485370052,0.0553333333333333,0.0296534476598785,13.005491141129948,10281.814323665258,1,2,0,1,1,0,0,0,0,3,1,0,1,0,10.086933476991792,13.497589024619437,1,0,0,353,496
20258325,스노우 폭스 : 마법의 돌을 찾아서,애니메이션,미국,2026-01-10,71,7145,51093600,12.578590746240277,0,13.654712863378254,0,12.329963029878602,0,13.789462397867712,0,0.0,0.0,1.0,0.0,0.0,12.540514250384962,10364.901995802198,1,5,0,1,1,0,0,0,0,3,1,1,1,1,8.874308038583354,12.774902846319875,0,1,0,180,242
20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",애니메이션,한국,2026-01-14,86,319083,2859772140,14.50468535906178,2,12.484811486864812,48,12.329963029878602,0,13.789462397867712,0,0.0157142857142857,0.03,3.626373626373627,0.0043333333333333,0.0023662176920276,12.35811477740118,10457.656383329182,1,2,0,1,1,0,1,0,0,5,0,0,1,1,12.673209669987608,12.77373438070564,0,1,0,597,1033
20259641,송 썽 블루,드라마,미국,2026-01-14,132,7199,50393000,12.578590746240277,0,14.070740329792704,18,13.381900848054425,224,13.789462397867712,0,0.0699999999999999,0.1,1.7796610169491525,0.0393333333333333,0.0210751919985711,12.35811477740118,10457.656383329182,1,2,0,1,1,0,0,0,0,5,1,0,1,0,8.881836305004146,13.118097467399396,0,0,0,19,19
20250299,고고다이노 극장판: 곤충세계 대모험,애니메이션,한국,2026-01-14,65,33774,300433200,10.93909791667496,2,13.2639770083752,123,11.811963962277504,26,13.789462397867712,0,0.0014285714285714,0.01,2.142857142857143,0.0006666666666666,0.0003647638154295,12.35811477740118,10457.656383329182,1,2,0,1,1,0,1,0,0,5,0,0,1,0,10.4274761628284,12.77373438070564,0,1,0,240,343
20250188,하트맨,코미디,한국,2026-01-14,99,235159,2197181650,14.719839633625842,2,14.729683229463458,53,12.329963029878602,0,14.639960914405508,9,0.7128571428571429,1.32,2.6402116402116405,0.2699999999999999,0.1392470345538937,12.35811477740118,10457.656383329182,1,2,0,1,1,0,1,0,0,5,0,0,0,1,12.36802141251619,13.49406653537733,0,0,0,16,18
20246546,보이,범죄,한국,2026-01-14,90,12783,106456820,12.578590746240277,0,14.308814611643818,20,11.329163486651726,26,13.789462397867712,0,0.0642857142857143,0.14,2.6061776061776065,0.0246666666666666,0.0133213321332133,12.35811477740118,10457.656383329182,1,2,0,1,1,0,1,0,0,5,1,0,1,0,9.455949668006056,14.033338216388325,1,0,0,145,193
20250438,끝이 없는 스칼렛,애니메이션,일본,2026-01-14,111,3762,26838200,11.931695008601857,5,11.140093917476753,8,13.638650388963857,67,13.789462397867712,0,0.1028571428571428,0.16,2.529274004683841,0.0406666666666666,0.0217740496162769,12.35811477740118,10457.656383329182,1,2,0,1,1,0,0,0,0,5,0,0,1,0,8.232971790593437,12.77373438070564,0,0,0,165,322
20259552,시라트,드라마,스페인,2026-01-21,114,28422,278881180,12.578590746240277,0,13.093626397374384,1,12.176481249900329,14,13.789462397867712,0,0.1714285714285714,0.35,3.4058656575212867,0.0503333333333333,0.0213699405604302,12.296800915829389,10368.48622722906,1,2,0,1,1,0,0,0,0,3,1,0,1,0,10.254953955545249,13.116964022489098,1,0,0,191,233
20249624,프로젝트 Y,범죄,한국,2026-01-21,108,116465,1145483530,10.271735272827476,1,14.282308030920625,255,12.329963029878602,0,13.70352518334467,6,1.12,1.57,2.431259044862518,0.4606666666666666,0.1932326621923937,12.296800915829389,10368.48622722906,1,2,0,1,1,0,1,0,0,3,0,0,0,1,11.665354663899146,14.027054475173404,1,0,0,9,9
20258324,731,드라마,중국,2026-01-21,125,10172,92203200,11.20401975606682,1,9.710509415553645,1,12.525318184298396,12,13.789462397867712,0,0.1699999999999999,0.19,3.167701863354037,0.0536666666666666,0.0227529677784058,12.296800915829389,10368.48622722906,1,2,0,1,1,0,0,0,0,3,0,0,1,0,9.227492430793747,13.116964022489098,1,0,0,314,492
20240400,슈가,드라마,한국,2026-01-21,105,2302,20718000,12.578590746240277,0,14.414286091564383,47,12.440149084004451,23,13.789462397867712,0,0.1228571428571428,0.32,1.80672268907563,0.068,0.0286557100716392,12.296800915829389,10368.48622722906,1,2,0,1,1,0,1,0,0,3,1,0,1,0,7.741967899820685,13.116964022489098,0,1,0,10,10
20250644,직장상사 길들이기,스릴러,미국,2026-01-28,112,63443,594817610,14.949815709618203,2,14.279490023630986,16,14.652559565424369,121,13.789462397867712,0,0.3157142857142857,0.62,2.818877551020408,0.112,0.0320152453549309,12.095346969453214,10213.446138040055,1,2,0,1,1,0,0,0,0,5,0,0,1,0,11.05791290602345,13.152943719760502,1,0,0,654,1547
20258885,프라이메이트,공포(호러),미국,2026-01-28,88,34694,319215120,12.554394045572613,4,11.223655465763157,1,13.971459325619415,96,13.789462397867712,0,0.1428571428571428,0.23,2.3809523809523805,0.06,0.0174098075249056,12.095346969453214,10213.446138040055,1,2,0,1,1,0,0,0,0,5,0,0,1,0,10.45435086333365,12.584438513253003,0,0,1,502,911
20247690,시스터,스릴러,한국,2026-01-28,86,69076,576605780,12.578590746240277,0,14.2524052935618,23,11.78555534019484,72,13.86859529675666,1,0.1314285714285714,0.24,1.663652802893309,0.079,0.0227972297037322,12.095346969453214,10213.446138040055,1,2,0,1,1,0,1,0,0,5,1,0,0,0,11.142977103407926,13.152943719760502,1,0,0,4,5
20250686,하우스메이드,스릴러,미국,2026-01-28,131,67329,622014020,13.375333811528131,5,13.17263331197416,22,12.481512127817782,33,13.789462397867712,0,0.2714285714285714,0.4,2.0205600850762138,0.1343333333333333,0.0381556523385722,12.095346969453214,10213.446138040055,1,2,0,1,1,0,0,0,0,5,0,0,1,0,11.117361181539328,13.152943719760502,0,0,1,533,915
20250112,극장판 총집편 걸즈 밴드 크라이 청춘광주곡,애니메이션,일본,2026-01-28,110,14097,137695250,12.578590746240277,0,13.654712863378254,0,10.838996070488443,33,13.789462397867712,0,0.0142857142857142,0.03,2.747252747252748,0.0052,0.00153322980756,12.095346969453214,10213.446138040055,1,2,0,1,1,0,0,0,0,5,1,1,1,0,9.553788222333822,12.771369061452296,0,0,0,130,245
20250563,정글비트 2,애니메이션,영국,2026-01-29,80,12813,106841570,12.578590746240277,0,13.654712863378254,0,10.563133767319346,88,13.789462397867712,0,0.0514285714285714,0.14,2.7551020408163263,0.0186666666666666,0.0054821341164953,12.099462937257629,10131.52669828499,1,3,0,1,1,0,0,0,0,5,1,1,1,0,9.458293602198967,12.770229684059077,0,1,0,309,353
20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,공연,미국,2026-02-04,145,16881,437331000,12.578590746240277,0,13.654712863378254,0,11.73542756059572,32,13.789462397867712,0,0.0,0.0,1.0,0.0,0.0,11.862305868320773,10022.313206919132,2,2,0,1,0,0,0,0,0,5,1,1,1,0,9.734003244543665,10.502160050320729,0,1,0,103,184
20250878,노 머시: 90분,스릴러,미국,2026-02-04,99,98458,944078100,13.675482105078345,2,14.58568914755484,32,13.62390233086929,68,13.789462397867712,0,0.04,0.06,3.870967741935484,0.0103333333333333,0.003150406504065,11.862305868320773,10022.313206919132,2,2,0,1,0,0,0,0,0,5,0,0,1,0,11.49739549685192,13.137081615126354,1,0,0,538,1413
20242837,왕과 사는 남자,사극,한국,2026-02-04,116,16872842,162866325340,13.1756974879093,4,14.384085008094283,360,12.329963029878602,0,14.83347168536998,24,3.0742857142857143,4.32,2.314974182444062,1.328,0.3901292596944771,11.862305868320773,10022.313206919132,2,2,0,1,0,0,1,0,0,5,0,0,0,1,16.641215964330687,14.905579403853038,0,0,0,29,29
20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,애니메이션,일본,2026-02-04,75,75777,790926800,12.578590746240277,0,12.75721248400898,22,9.449603305170276,8,13.789462397867712,0,0.0,0.0,1.0,0.0,0.0,11.862305868320773,10022.313206919132,2,2,0,1,0,0,0,0,0,5,1,0,1,0,11.2355632920364,12.769087379678547,0,1,0,118,160
20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",다큐멘터리,한국,2026-02-04,141,207669,2043311980,12.578590746240277,0,13.654712863378254,0,10.316226144610791,1,13.789462397867712,0,0.0842857142857142,0.21,1.7672811059907834,0.0476923076923076,0.014376589347411,11.862305868320773,10022.313206919132,2,2,0,1,0,0,1,0,0,5,1,1,1,0,12.243705560337023,11.48419804132342,0,0,0,145,229
