movie_id,title,genre,nation,open_date,runtime,total_audience,total_sales,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,trend_pre7_avg,trend_pre7_max,trend_growth_rate,trend_pre30_avg,relative_search_share,market_avg_audi_7d,ticket_price_pre30,open_month,open_day_of_week,is_summer,is_winter,is_peak_season,is_covid_period,is_korean,holiday_nearby_count,is_holiday_release,same_week_releases,is_new_director,is_new_lead,is_new_producer,is_new_distributor,log_audience,genre_avg_audi,rating_15세관람가,rating_15세이상관람가,rating_전체관람가,rating_청소년관람불가
20157042,셜록: 유령신부,범죄,영국,2016-01-02,114,1273087,9948563049,13.050498886762918,0,14.046805234773192,11,13.134113473845966,10,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.727088159978546,7780.061798312791,1,5,0,1,1,0,0,1,1,3,1,0,1,0,14.056956003194301,14.089391439980195,0,0,0,0
20158882,유스,드라마,이탈리아,2016-01-07,123,73034,566741900,10.37517725955352,1,14.584296311669565,14,11.072164730467339,6,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,0,0,0,6,0,0,1,0,11.19869405728491,13.390058072571625,0,1,0,0
20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,애니메이션,일본,2016-01-07,103,179809,1307052400,11.232788192135898,1,13.906585381295452,0,14.070669761541021,96,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,0,0,0,6,0,1,1,0,12.099656016825683,12.927241666413773,0,0,1,0
20152370,잡아야 산다,코미디,한국,2016-01-07,96,10645,78501700,13.061918864367334,1,14.606437549738049,83,12.430804793590367,0,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,1,0,0,6,0,0,1,1,9.272939513732704,13.496927911559776,0,1,0,0
20159510,헤이트풀8,액션,미국,2016-01-07,167,90079,746962400,12.40347573545216,1,14.307142748837489,17,13.14762867150979,12,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,0,0,0,6,0,0,1,0,11.408453443373517,14.186138889242294,0,0,0,1
20142641,나를 잊지 말아요,멜로/로맨스,한국,2016-01-07,106,423372,3384787000,12.18486943787907,2,14.291033013316067,92,12.430804793590367,0,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,1,0,0,6,0,0,1,1,12.95600886616442,13.313211762044347,0,1,0,0
20155422,굿 다이노,애니메이션,미국,2016-01-07,100,1321866,9709680738,13.664936474484149,1,13.906585381295452,0,14.860811884593485,9,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,0,0,0,6,0,1,1,0,14.09455568918901,12.927241666413773,0,0,1,0
20153087,포인트 브레이크,범죄,미국,2016-01-07,113,292174,2307956051,13.050498886762918,0,12.656396389946565,5,13.013803304172427,38,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.623626684744103,7733.817543611349,1,3,0,1,1,0,0,0,0,6,1,0,1,0,12.585108216801357,14.088739900233234,0,1,0,0
20154001,레버넌트: 죽음에서 돌아온 자,어드벤처,미국,2016-01-14,156,1979920,15888098430,11.460763372234034,2,14.18590451113722,15,14.065274689694585,71,13.913318772105965,0,0.0,0,1.0,0.0,0.0,13.039294452493786,7714.192335242195,1,3,0,1,1,0,0,0,0,2,0,0,1,0,14.498567502884834,14.150957483419306,0,1,0,0
20068576,그날의 분위기,멜로/로맨스,한국,2016-01-14,103,650145,5126657112,13.050498886762918,0,14.770824126272547,70,12.430804793590367,0,11.987319442517256,1,0.0,0,1.0,0.0,0.0,13.039294452493786,7714.192335242195,1,3,0,1,1,0,1,0,0,2,1,0,0,1,13.384952232034177,13.31031941526982,0,1,0,0
