movie_id,title,runtime,rating_encoded,is_korean,genre,open_date,open_month,open_day_of_week,is_summer,is_winter,is_holiday_release,holiday_nearby_count,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,cast_max_star_power,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,same_week_releases,market_avg_audi_7d,total_audience,log_audience,hit_class,trend_pre7_avg,trend_pre7_max,trend_growth_rate,relative_search_share
19818004,불의 전차,123.0,1.0,0.0,드라마,2016-06-16,6.0,3.0,0,0,0,0,13.009669370646279,0,14.056143527087627,0,0.0,11.95940294947487,8,13.827701693170743,0,0,13.283093994538598,44957,10.713483999592366,0,0.24714285714285714,0.4,2.829880043620502,0.006925354197504756
19838068,해탄적일천,166.0,1.0,0.0,드라마,2022-01-06,1.0,3.0,0,1,0,0,7.586803535162581,1,14.056143527087627,0,0.0,12.965517736095014,2,13.827701693170743,0,3,12.39389511594618,2294,7.738488122494646,0,0.08142857142857143,0.15,3.015873015873016,0.009131905298759865
19978805,큐어,111.0,2.0,0.0,공포(호러),2022-07-06,7.0,2.0,1,0,0,0,8.647519453091812,1,11.848840403472545,0,139921.0,8.409162447202533,3,13.827701693170743,0,2,13.043156272898157,13798,9.532351404751555,0,0.14714285714285716,0.28,3.503401360544218,0.008906481939633846
19988717,명탐정 코난: 14번째 표적,99.0,1.0,0.0,애니메이션,2025-02-14,2.0,4.0,0,0,0,0,11.323530953702393,1,14.056143527087627,0,0.0,13.46418917215912,113,13.827701693170743,0,1,11.938071811121107,71897,11.183003726910572,0,0.0071428571428571435,0.02,1.7857142857142858,0.000677353804470535
20021031,남색대문,83.0,1.0,0.0,드라마,2021-08-18,8.0,2.0,1,0,0,1,13.009669370646279,0,11.37451935304143,1,150325.0,11.469394074181862,16,13.827701693170743,0,5,12.67681350295642,7174,8.878358040627822,0,0.14428571428571432,0.26,2.648282097649187,0.01834436317194938
20051060,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,99.0,0.0,0.0,애니메이션,2025-01-22,1.0,2.0,0,1,0,2,12.543599286389272,18,12.226132475974612,5,300134.28571428574,13.438496447469076,43,13.827701693170743,0,4,11.523307103079933,168709,12.03593654360002,0,0.01,0.02,3.4285714285714284,0.001302664880154831
20068576,그날의 분위기,103.0,2.0,1.0,멜로/로맨스,2016-01-14,1.0,3.0,0,1,0,0,13.009669370646279,0,15.439323612281864,3,5852546.25,12.680313728385519,0,11.987319442517256,1,0,13.039294452493786,650145,13.384952232034175,0,0.0,0.0,0.0,0.0
20078386,블라인드,102.0,2.0,0.0,드라마,2021-01-14,1.0,3.0,0,1,0,0,13.009669370646279,0,14.056143527087627,0,0.0,12.680313728385519,0,13.827701693170743,0,5,9.572699132383212,17208,9.753187781764913,0,0.62,0.67,1.1025489033787788,0.5522094926350246
20078561,명탐정 코난:감벽의 관,106.0,1.0,0.0,애니메이션,2018-02-14,2.0,2.0,0,0,0,2,12.622668434280627,7,13.38105925489372,3,1038399.25,13.645033562295694,84,13.827701693170743,0,2,12.730763980197803,236035,12.371739614747224,0,0.18571428571428575,0.34,1.3622074746769126,0.012202762777098189
20080850,공포분자,108.0,2.0,0.0,드라마,2020-09-17,9.0,3.0,0,0,0,0,13.009669370646279,0,14.056143527087627,0,0.0,13.656355376482153,1,13.827701693170743,0,8,11.20766697110038,1971,7.586803535162581,0,0.06142857142857142,0.21,2.7505330490405115,0.00824919970450628
20081375,샤이닝,144.0,3.0,0.0,공포(호러),2023-06-28,6.0,2.0,0,0,0,0,13.009669370646279,0,12.552205213391547,0,282717.0,13.979328237669812,157,14.301891318062978,13,3,12.777949287587658,10735,9.281357859211465,0,0.10285714285714287,0.14,2.571428571428571,0.005396654074473828
20110026,로마의 휴일,118.0,1.0,0.0,멜로/로맨스,2025-08-20,8.0,2.0,1,0,0,1,13.009669370646279,0,14.056143527087627,0,0.0,11.960311341503227,18,13.827701693170743,0,2,12.74377664467577,28254,10.249025712063943,0,0.038571428571428576,0.05,1.4285714285714282,0.012473052048044353
20113252,톰보이,81.0,1.0,0.0,드라마,2020-05-14,5.0,3.0,0,0,0,0,11.953796326208947,1,14.056143527087627,0,0.0,12.554108546834764,21,13.827701693170743,0,4,10.386671791782613,25398,10.142465082152864,0,0.24714285714285714,0.4,1.4595050618672663,0.04015739732284019
20124315,엔드 오브 에반게리온,86.0,3.0,0.0,애니메이션,2024-01-17,1.0,2.0,0,1,0,0,13.009669370646279,0,14.056143527087627,0,0.0,11.43297997479314,12,13.827701693170743,0,1,12.457701468828231,38428,10.556567661882832,0,0.1457142857142857,0.25,2.4837662337662336,0.02501065795083132
20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,96.0,0.0,0.0,애니메이션,2022-06-01,6.0,2.0,0,0,1,2,12.505495755824287,16,12.761804264919427,7,596450.2,13.144219035975743,107,13.827701693170743,0,6,13.090609370319896,577402,13.266295741902358,0,0.6785714285714286,1.97,3.0114116652578193,0.03392722710163111
